"fire_year","fire_number","area_m2","geom"
1919,"181","763702.930545513","0106000020BD0B000001000000010300000001000000480000007B14AE67718530418195430B04501D411B2FDD641A8530417368916DAB501D414A0C022BB8843041B29DEF2738511D4117D9CEB7178430414C378941B8511D41DBF97ECACC8330416DE7FB29A2511D4121B07248AF833041F2D24D626C511D412FDD24A69F833041BE9F1AAF7C511D411F85EB717A833041022B8716E2511D41A69BC48045833041FA7E6ABC71521D41105839D42F8330415839B4C8E0521D41643BDFAF29833041D122DB7959531D41355EBA692B8330414E6210586E541D418D976EB2348330410E2DB29D0A551D41B07268F13A83304125068195DA551D41000000E03A833041F4FDD4784E571D41AAF1D2AD1B83304114AE4761C0581D413D0AD7C30483304154E3A51B04591D41022B8736D7823041AC1C5A6446591D41B6F3FDD4A682304123DBF97E88591D411B2FDDA4658230411283C04A9E591D4177BE9F3A0882304123DBF9FEA0591D41C74B3769BA8130415EBA490C9C591D4117D9CED74D8130417593180436591D417368918D14813041295C8FC27C581D41AAF1D26DDA80304196438B6C30571D4177BE9F1AAA803041B29DEFA7FE551D415C8FC295848030418716D94E4F551D41621058D95680304191ED7C3F5A541D41B4C8763E4E8030413BDF4F0D11531D41D34D62104F803041C74B378941521D417B14AE075D803041B07268110B511D41894160E56580304146B6F37DAC501D41643BDFAF67803041F4FDD4784D501D418D976E5257803041295C8FC2B04F1D41D578E98634803041E92631881B4F1D413BDF4F0D1D80304152B81E05874E1D41E3A59B24188030410AD7A370C84D1D4121B072482180304179E926B1244D1D41560E2D1248803041EC51B81E944C1D4148E17AF484803041FCA9F1528F4C1D415EBA498CAD803041FCA9F152024D1D41C74B3769D080304106819543864D1D4148E17A94ED8030416891ED7C124E1D4183C0CAA1FC8030412731082C954E1D41F2D24D820A813041B4C8763EDB4E1D411283C0AA22813041D9CEF7D3C24E1D410AD7A3904D8130410E2DB21D554E1D414A0C024B7B813041022B8796E74D1D41D578E906AD81304108AC1CDAB64D1D41D34D62D0CD813041894160657C4D1D41448B6C6720823041DBF97EEAFF4C1D41AC1C5AC45A8230411B2FDD24AD4C1D41FCA9F1F28A823041DBF97EEA9E4C1D41C520B0B2CA823041E17A14AE914C1D418D976E92FD82304185EB5138A64C1D411283C0CA568330410E2DB29D9A4C1D41B4C8769EA08330411283C0CA624C1D416DE7FBA9F583304160E5D0A2454C1D415C8FC27568843041B4C876BE214C1D41448B6C47CD84304185EB51B8D14B1D41EC51B8DE3E853041378941E0794B1D41F6285CEF82853041B29DEFA75B4B1D413D0AD7A3B8853041448B6C67704B1D41A69BC440D68530414C3789418C4B1D41F4FDD418EB8530411D5A64BBEC4B1D41BA490C0201863041068195C3A34C1D416F1283A00486304104560EAD3F4D1D418FC2F588F1853041B81E856BEB4D1D41EE7C3FB5D18530414E621058964E1D410E2DB25DB3853041B0726811304F1D41105839B489853041B0726811C94F1D417B14AE67718530418195430B04501D41"
1919,"188","447715.887767395","0106000020BD0B0000010000000103000000010000001A000000B29DEF0767273041B81E856B4E0C214148E17A74E4273041BE9F1A6F3A0C2141666666C65A2830416F128380F80B21410E2DB25D8E283041A245B6B3F90B21417B14AEE7DE28304189416025570C21411D5A647BF428304117D9CE37B30C214152B81EE510293041C1CAA1056B0D2141C520B03217293041F6285C4F220E21414C378921162930417368916DD90E2141736891ADE0283041E17A14AE181021415EBA494CBB28304114AE4761731021416666664670283041D34D6290561121412DB29DAF2D2830413BDF4FCD82112141AE47E1BAE32730415A643BDFAE112141DF4F8DB757273041A69BC4A0AB112141355EBA49FF26304125068195A91121414A0C028B91263041E7FBA9B11D1121411B2FDDA45726304117D9CE3765102141713D0A9742263041DF4F8D97AD0F2141508D976E352630416ABC74939A0E2141FA7E6A7C362630415C8FC275E30D21419EEFA7265526304183C0CA21160D21412FDD24C69F26304177BE9F9A770C21418B6CE71BF1263041560E2DB24B0C21410AD7A370332730413F355E3A4D0C2141B29DEF0767273041B81E856B4E0C2141"
1919,"19","818921.723459087","0106000020BD0B00000100000001030000000100000028000000EE7C3F3537073241068195433BE517410E2DB2FD3E073241355EBA4996E5174175931804400732413108AC9CE4E51741D34D62F0360732412FDD2406B0E61741C1CAA1252D073241E17A142E19E717410C022BC7D9063241508D97EEA5E8174154E3A51BB50632416DE7FB2980EA174139B4C8368C063241C74B378996EB17412FDD246679063241560E2D3210EC1741C976BE1F660632415EBA490CBFEC1741C1CAA10547063241E3A59B446CED17414C3789211E0632411B2FDDA482EE1741D7A3707D0206324114AE47614CF0174148E17A14FD0532414A0C02AB67F1174191ED7CDFEF0532413108AC9C05F217414260E530D40532415EBA490C7EF217412731086CBE053241AAF1D24DF7F21741EE7C3F95BC05324148E17A14CCF31741819543EBC3053241EC51B89E7EF41741BA490CC2C80532411904568EFBF4174175931864AB053241C74B370937F617415C8FC2955A053241621058B94AF9174117D9CE97580532413F355E3A31FA1741C74B37A90D0532412DB29D6FF4FB1741894160C5E60432411F85EB5124FC1741DF4F8D9705043241E17A142EE9FA1741AC1C5AE4C3033241D9CEF7D3D5F91741F4FDD458A7033241FCA9F15204F8174152B81E6575033241508D97EED9F7174121B07248FC0232419CC4203066F617416891EDFCEC023241A4703D0A48F51741DBF97E8A390332415C8FC27570F117415839B4283003324183C0CA2153F01741B6F3FD54270332416ABC74939DED17413D0AD763590332412DB29DEF64EC1741BE9F1A6FF503324104560E2D70EB17413108AC1CB2043241AC1C5AE41CE9174191ED7C5F8F0532412DB29D6F1FE817416ABC74536E063241D122DBF95EE61741EE7C3F3537073241068195433BE51741"
1919,"19","1224776.69948297","0106000020BD0B00000100000001030000000100000029000000CDCCCC2C06723341E92631C8E4142841B29DEFA7A8713341508D972EDA142841D7A370DD6E713341621058B9A014284183C0CAA14E713341CDCCCCCCE5132841C520B0D26A71334191ED7CFF981228412FDD2486C07133413BDF4FCD8F112841378941C0297233410C022B47DA102841AAF1D20D8972334123DBF9FE37102841713D0AF735733341105839B418102841C520B032AD7333410AD7A3B0E71028411D5A643B4A7433415EBA49CCD0102841D578E9E699743341295C8FC29C102841A01A2FBD0F753341759318842E11284106819503A075334137894160201128417B14AE8723763341D122DBF91A112841F853E385B97633410E2DB2DDB1102841B29DEF07987733418B6CE77BA2102841C1CAA1256F7833414C378901BB1028416F1283609F79334133333373E6112841C520B0B2E9793341C976BE1F4913284106819583BF793341F4FDD438C71428412B87165979793341C976BE1FD21528418716D98EEB78334108AC1CDA64162841448B6C2760783341448B6C673616284117D9CE370378334179E92671171628410E2DB21D5B77334108AC1C1A6A162841190456EE9E7633411B2FDD647D16284110583934F9753341AC1C5AE40E16284185EB5158C075334117D9CEF7461528412DB29DEF97753341EC51B85E621428413108AC7C147533415839B4C8F7132841B29DEFE7EB743341B81E852B6314284160E5D022C474334177BE9F1A201528418195436B52743341DF4F8D17B61528418B6CE7DB097433411B2FDD64CC152841D34D6290AF733341CFF75323E2142841D122DBD964733341B29DEFA7F9132841C520B0B212733341F6285C0FA9132841713D0A17BD7233414C378941D213284177BE9F9A64723341E7FBA9F160142841CDCCCC2C06723341E92631C8E4142841"
2008,"C40149","3.16388550004922","0106000020BD0B00000100000001030000000100000004000000FED478C9C6CD34416DE7FBE950BD2741C1CAA1C5C5CD34416891EDBC4CBD2741AAF1D2CDC8CD3441B4C876BE4CBD2741FED478C9C6CD34416DE7FBE950BD2741"
1919,"192","1551920.73630321","0106000020BD0B0000010000000103000000010000001D000000F6285C0F91A232417D3F35DEA2161D419CC420D0B9A23241643BDFCFF7151D413BDF4FADB0A332413108AC1CD3151D41BE9F1AAF85A432410E2DB21D33161D418FC2F548CFA4324196438BEC8E161D41713D0AF7F5A4324160E5D022D2171D413108ACDCE4A4324166666666AC1B1D4162105839D2A43241A69BC420E81E1D4146B6F33DD6A43241068195C327221D41E92631A817A53241E7FBA97120231D414A0C026B48A53241D34D621015231D41C1CAA1859CA532411283C0CAFA211D41EC51B8DEC5A53241B4C876BEEB1F1D412731082CB5A53241448B6CE7BE1D1D410C022B27A9A532410E2DB29DDF191D415EBA496CDAA53241BE9F1AAF1E161D410C022BA75EA7324139B4C87675161D419A99997933A73241D578E92690221D41AC1C5A243EA7324123DBF9FE91221D41D34D62D015A7324179E926B13E241D410C022B67D0A6324193180456F9261D4191ED7CBFA1A6324148E17A145F291D41A8C64BF765A63241B4C8763ED12A1D4183C0CA4157A6324148E17A14AF2A1D416ABC74F3ABA53241B4C876BE7D2A1D4154E3A55B06A53241DF4F8D17EE2C1D418D976E52A5A432411B2FDD24062E1D41378941604DA232416DE7FBA9152E1D41F6285C0F91A232417D3F35DEA2161D41"
1919,"194","1318459.70230708","0106000020BD0B00000100000001030000000100000013000000A8C64BF765A63241B4C8763ED12A1D4191ED7CBFA1A6324148E17A145F291D410C022B67D0A6324193180456F9261D41D34D62D015A7324179E926B13E241D41AC1C5A243EA7324123DBF9FE91221D4177BE9FBA9AA832416F128340CE221D4146B6F3BDC4AD324121B072E851241D41295C8F42C6AD3241A245B673F0241D41C1CAA1A5BAAD3241C74B3709F2271D41448B6C27A5AD3241986E1203802E1D41736891ADAFAD32414260E5D0C82F1D41D578E94677AC3241355EBAC9692F1D4139B4C8561AAB324166666666432F1D41068195E396AA3241A01A2FDDBE2F1D41BC7493D88AAA3241F0A7C64BA92F1D418716D90ED6A93241CFF75363622F1D418195434BF1A7324183C0CA21D32E1D41BE9F1AAF21A73241355EBA49852C1D41A8C64BF765A63241B4C8763ED12A1D41"
1919,"197","574961.2519171","0106000020BD0B000001000000010300000001000000230000001283C02A859D32415839B4C8BC2D1D41A4703DEA759D32416ABC7413012E1D414260E5F0669D32413108AC9C0D2E1D416F1283404E9D324189416065092E1D419CC420B02B9D324123DBF97E032E1D411904566E0B9D324148E17A140D2E1D4108AC1C1AD79C3241508D976E312E1D41FED47889A99C3241643BDF4F932E1D4179E92631929C32416891EDFCF82E1D41F4FDD498799C32419EEFA746A82F1D41A01A2F5D799C324196438BECA72F1D41D34D6290139C324123DBF9FEF42D1D4193180456A69B32412B871659312C1D4108AC1C7A4F9B3241D122DB79A8291D41713D0A575B9B3241448B6C6718281D411F85EB719B9B324125068195F6251D416ABC7473DB9B32419CC42030CC241D411283C0AA6F9C32419EEFA7465A241D41E9263128D39C3241736891ED1D241D41DD240601459D3241C3F5285C31241D4146B6F39D309E3241E17A14AE3A241D41643BDF4FE89E3241F2D24DE2B6241D41B81E85EB6B9F3241F2D24D62B5251D4110583914AE9F32414C3789C189261D41FED47869C39F32416ABC749300281D41AC1C5AE4B99F3241BA490C82A0291D413108AC1C8E9F32414260E550CE2A1D4179E92671529F32411283C04A4F2B1D414A0C02CBEE9E32410C022B079B2B1D411283C06AA19E3241AE47E1FA182C1D41643BDF4F4F9E324133333333772C1D417B14AE87A79D324108AC1CDAA72C1D41F0A7C6CB829D3241F0A7C64B1D2D1D41508D97CE819D3241B81E85EB792D1D411283C02A859D32415839B4C8BC2D1D41"
1919,"2","649573.047298222","0106000020BD0B0000010000000103000000010000003A000000A01A2F5D47382A4139B4C816D71F31414C378981B7372A412B871659BF1F31410C022B4734372A41FCA9F192951F3141D122DB7983362A419CC420B0401F31412731086C05362A41B29DEF87F71E31414260E5D096352A41A4703DEAC01E3141B4C876BEE8342A414260E5D0971E3141FA7E6A3C3C342A413108ACBC871E3141B07268D16C332A41AE47E1BA841E314108AC1C9AB3322A41F853E3E58D1E31415839B4086B322A4114AE47417C1E3141BC74931854322A41448B6CA7771E3141931804164E322A41C520B072761E314104560EAD25322A41D9CEF7F32B1E3141B6F3FD54C5312A41B4C8761EF51D314179E926B12A312A418195436BAC1D31416ABC74539E302A4123DBF97E631D3141DBF97E6AB02F2A4177BE9FFAD01C3141FA7E6A3C6B2F2A41508D97CE831C3141EE7C3F753C2F2A41F6285CEF451C31415EBA49CCE82E2A41FA7E6ADCF51B3141FED478E9822E2A41A8C64B77671B3141378941E05A2E2A4108AC1C3A231B314104560EAD742E2A41B4C876FEF61A314117D9CEF7B22E2A41EE7C3FB5D61A314191ED7CFF3C2F2A4162105819FA1A314179E926F1FC2F2A416F1283405B1B31419CC42030E0302A41713D0A97B51B31414C378941A7312A41295C8FA2161C31417F6ABC7475322A411F85EB91771C314117D9CEF71E332A41E17A146EC91C31418FC2F5A8E3332A41D9CEF7F3041D3141A01A2F1D79342A418195430B6D1D3141C1CAA1C5E5342A41295C8F62841D3141C3F528DC50352A41B6F3FDB4821D31417368916DE0352A41E5D022FB8C1D314196438B6C27362A41A4703DEA9E1D31416DE7FB29B5392A416F128380071F314179E926311D3B2A4108AC1C5A831F314185EB5178D33B2A413108ACDCB51F3141C976BE5FD83B2A41CBA14596042031411283C08AE73B2A4179E926B1972031411B2FDDE4F33B2A41355EBAC9B6203141295C8FC2D13B2A41F2D24D22A32031413D0AD7E3333B2A4183C0CA618020314160E5D062323B2A4104560E0D802031417368912D223B2A4154E3A5DB81203141D7A370FDEB392A411F85EB71A4203141643BDF8F03392A415839B428DA2031411B2FDDA4AF382A41643BDF4FCF20314137894120AD382A413108ACFCCE203141E3A59BC4AD382A41250681F5C6203141CFF75323B1382A41CBA145D69C203141B07268D1EF382A410AD7A3D0822031412DB29D2FFA382A41B81E850B442031413D0AD723C3382A4106819583F31F31417B14AEC764382A41E7FBA9F1DB1F3141A01A2F5D47382A4139B4C816D71F3141"
1919,"20","994508.299726306","0106000020BD0B0000010000000103000000010000001D000000E3A59BE44A343441BC749398A0CA2641D578E9E6D3333441FED478E98FC92641295C8FE2B83334414C3789C139C9264166666626BB333441AAF1D2CD74C82641D122DB19A23334419EEFA746E3C7264104560E4D80333441F0A7C60B83C726418716D9EE5C333441560E2D3227C72641621058D95A333441A4703D8A8FC626416ABC74133C33344117D9CEF7D3C5264179E926112B333441E3A59B4451C52641BA490C622D333441C3F5289CB5C42641643BDF4F393334416666666624C42641E3A59B2456333441AAF1D24DC3C326413108AC5CA03334417593188491C326417B14AE87C4343441F2D24DA2D6C12641B29DEFA70A353441621058B99FC12641D34D62508A353441BC749318ACC126414E6210D853363441D7A370FDE6C12641560E2DD2DD363441F853E3253EC22641986E12030C373441EC51B85E00C326412FDD24E65C3734418D976E5208C526413333335375373441FCA9F1922CC62641000000A06537344179E926B1D9C726412DB29DEF333734414E6210D801C9264106819583183734410E2DB21D63C9264148E17AD47A3634412B871659DCC926417B14AE47B0353441A01A2FDD41CA2641FCA9F1B2AE3434415839B4C8C4CA2641E3A59BE44A343441BC749398A0CA2641"
1919,"20","1514709.27825494","0106000020BD0B0000010000000103000000010000005C000000AAF1D2CDAE6B3B418B6CE7BB298321413D0AD743206B3B411904564E968321414E6210D88D6A3B416F128380F18321411D5A643BFF693B4123DBF9BE3D8421417D3F35BEBC693B417368916D698421411904566EA4693B4104560EED718421413F355E9A8E693B413D0AD7E35A842141E926316882693B41A8C64BF74E8421418941606579693B4117D9CEF73B842141F4FDD4B83C693B419A99991977832141986E122319693B41C74B3789E282214148E17A14ED683B41000000C0128221419EEFA746CB683B4179E92631468121411904560EBD683B41FA7E6A3C118121413F355E5AAC683B414260E5D0FB802141022B87369E683B4110583934E7802141068195C397683B4106819503D580214123DBF93E8A683B4175931884B8802141B07268D176683B4108AC1C9A6180214123DBF9DE21683B41EE7C3FF5BA7E2141713D0A17FC673B41E17A14AEBC7D21412FDD2486FA673B416ABC74134B7D214139B4C83603683B41A245B6B3DC7C2141DBF97E0A0A683B413F355EFA857C21411058395410683B411D5A647B577C2141AAF1D2ED1E683B412FDD2486237C2141621058B929683B410C022B87FE7B21419A99991950683B41F0A7C64BEA7B214177BE9F1A60683B414C378941E77B2141FA7E6ADC85683B418FC2F5E8DA7B2141355EBA49E8683B415EBA49CC887B2141273108CC4B693B41D7A3703DE67A2141FA7E6ABC8C693B41333333F3487A2141666666E6DC693B41FCA9F1D26F792141F6285CAF056A3B41F4FDD4B81B792141D34D6290376A3B41CBA145F6FA782141448B6C87796A3B41BA490C82F7782141C3F5283C8A6A3B41508D97EE0C7921416ABC7493A46A3B41F4FDD4782D7921414E6210F8AC6A3B4177BE9F5A4879214183C0CA81AC6A3B4196438BEC907921419CC420B0AE6A3B411B2FDDA4FA7921419A9999F9B36A3B41560E2DF23C7A2141986E1243B96A3B4191ED7C3F7F7A21411904564EBD6A3B414260E550D17A2141E9263128C56A3B4104560E6D147B2141894160A5E66A3B410E2DB29D5F7B21418FC2F548006B3B41C520B0B2677B21412B8716F91E6B3B413BDF4F0D517B214110583974386B3B41C520B072187B2141C3F5289C406B3B41AAF1D24DD27A2141295C8FC2386B3B41E7FBA9318F7A21418716D94E3A6B3B412731082CF6792141F853E3A5456B3B41A245B6F3A8792141B81E85CB546B3B41C1CAA1C54C7921417B14AE27796B3B41E3A59B840F79214185EB51D8976B3B41C976BEDFF8782141CFF75363E56B3B41D7A3703D09792141CDCCCCEC226C3B41AC1C5AA41C792141448B6C47466C3B412DB29D2F50792141D7A3701D7B6C3B41EE7C3FF5D17921416ABC7433AA6C3B41000000005A7A2141508D97AEBB6C3B41AE47E13AA87A2141B6F3FD54D66C3B41894160254A7B21416F1283A0E46C3B41333333739F7B214160E5D082076D3B414260E5901B7C214179E92691246D3B41E5D0229B7D7C2141AE47E17A816D3B4139B4C8769D7D214162105839A66D3B41508D97EE017E2141EC51B8BEC36D3B41B29DEF671B7E2141AC1C5A84DB6D3B411B2FDD243B7E2141FA7E6A1CE96D3B41D7A370FD777E21415C8FC2D50B6E3B4104560E6DB37E2141BE9F1A8F2E6E3B41C3F528DCEE7E2141CBA145563F6E3B4183C0CAA1247F214100000080486E3B418D976E52787F2141CBA145D64B6E3B41508D97EEB17F214162105859496E3B41A8C64B77D17F21418716D9AE3C6E3B4154E3A51B0E802141D34D62D02A6E3B41355EBAC928802141AC1C5A64F86D3B414C3789C17180214139B4C856BC6D3B41E5D0229BAF802141D122DBF9876D3B4183C0CAE1EF8021415EBA49EC726D3B41CFF753A311812141C976BE5F626D3B41894160E53C812141D9CEF7F3566D3B41C1CAA1C569812141022B87F6286D3B41D578E9E69B812141E5D022FBF36C3B41D34D6210E48121416F128340B96C3B4123DBF97E32822141C1CAA1C5686C3B413F355E3A8A8221419A999959066C3B41AAF1D24DDC822141AAF1D2CDAE6B3B418B6CE7BB29832141"
1919,"201","3261631.04524359","0106000020BD0B00000100000001030000000100000017000000DF4F8D77DADD3241986E1203D7601C4152B81EC541DD324183C0CAA1D2611C413108AC1C3FDD32411B2FDDA4DB611C41068195E33EDD324125068195D7611C41C1CAA18597D93241355EBAC94B691C4139B4C836DDD9324104560E2D37571C418D976EF2E1D932410681954332571C41C74B3729E3D932414C3789C1EE561C417B14AE4716DA324177BE9F9AD54B1C4123DBF9BE74DA3241355EBA490D491C418716D94ECADA32416891EDFC08461C419EEFA7A6C2DB3241B81E856B22431C41AAF1D20D5CDC3241621058B988411C41E9263188D8DC3241AE47E17A9F411C41CFF753C3B4DD3241C1CAA1C5C7411C41190456CED8DE32414C378941FD411C4123DBF93EE5DF3241CDCCCC4C11421C413333333372E03241C976BE9F14431C41D34D62904EE03241355EBA49F24B1C41B4C8761E1FE032416891ED7C195C1C41250681350FDF32412B871659DE5E1C41E7FBA9F107DF3241CDCCCC4CE65E1C41DF4F8D77DADD3241986E1203D7601C41"
1919,"21","908970.992064775","0106000020BD0B0000010000000103000000010000004E000000BC749338454C3B41B6F3FD54DF06214160E5D062FA4B3B41E17A142EB3062141CDCCCCCCD94B3B41EC51B8DE74062141DF4F8DF7BD4B3B41508D976EF905214114AE4721BB4B3B413D0AD7A39A05214121B07268BC4B3B41E7FBA9B132052141560E2D72C84B3B41FED478A9C3042141E3A59B44E84B3B415EBA490C310421411283C0AA1C4C3B416DE7FBA970032141AE47E19A594C3B411283C08AF1022141B0726871AE4C3B419CC420B0450221412DB29D0FE84C3B41C74B3789C5012141D9CEF7F3354D3B41CDCCCC0CC4002141F2D24DA25B4D3B41560E2DB23D002141A8C64B578A4D3B412B8716D99AFF2041D122DBF9C04D3B413789412092FE2041EC51B83ECF4D3B41000000C0DAFD2041BE9F1A6FD54D3B4139B4C8765FFD2041C520B092C94D3B414A0C022B1DFD20414260E510B74D3B413BDF4FCDD8FC2041C74B37E99D4D3B410E2DB25D92FC2041C520B0B26C4D3B4114AE47E14EFC2041A69BC440334D3B41A245B6B31DFC2041448B6CC7034D3B41A69BC4A0EFFB2041B6F3FD74D44C3B41022B8756EBFB20418FC2F528AE4C3B41AAF1D28DCAFB20410C022B277C4C3B41295C8F4291FB2041EC51B89E344C3B413D0AD72366FB2041BE9F1A8F034C3B41E7FBA9714CFB204104560E8DD14B3B41448B6C2713FB204114AE4721BA4B3B41F2D24D22E2FA204146B6F33DA54B3B4125068155BCFA2041E5D0223B9F4B3B41F0A7C64B86FA2041E3A59B04B34B3B41CBA145B662FA2041EC51B85ED84B3B41894160E563FA20418B6CE75BFE4B3B41E5D0221B31FA2041D7A370DD334C3B41E5D0221BBAF9204139B4C876644C3B41C520B07256F9204104560E6D944C3B41068195C326F92041F2D24D82B54C3B411F85EB5107F92041C3F5281CE64C3B416DE7FBA9A3F8204117D9CE17064D3B41713D0AD73AF820415839B448254D3B41A245B633DCF72041C1CAA1653C4D3B41B29DEFA7B9F72041295C8FA25D4D3B4191ED7CFFC3F72041C520B0528C4D3B41986E1243FCF720411B2FDDE4B64D3B41E17A14AE3DF82041A01A2F9DF44D3B41B4C8767E8FF82041DD240621204E3B41295C8F82F0F82041E5D0225B444E3B41E17A146E83F92041FA7E6A9C5E4E3B4191ED7C3F13FA2041C1CAA1E5874E3B41A01A2F9DBCFA2041B6F3FD34BA4E3B416891ED7C49FB2041FCA9F192D84E3B41448B6C27D0FB2041AAF1D2CDEF4E3B41BA490C82B2FC20411F85EB51F54E3B411904564E46FD204183C0CA21F54E3B4183C0CAA1F7FD2041E7FBA971E84E3B4183C0CAA19AFE20414C3789C1DB4E3B4183C0CAA13DFF2041F6285CAFC64E3B41D578E926C9FF2041F853E385B64E3B412506815541002141A01A2F3DB54E3B410C022B47A9002141D122DB39BE4E3B41894160E567012141B81E856BC64E3B41A245B6B330022141D122DB39C04E3B416891EDFCAB022141AAF1D2CDB74E3B41EC51B89E6F032141DBF97E4AB44E3B416DE7FBE91F04214152B81E65A84E3B413F355EBAB8042141CBA14596914E3B41713D0AD72E052141378941E05C4E3B41AC1C5AA49B0521410AD7A3D0154E3B413108ACDCED05214100000040D54D3B417D3F355E180621410C022BA79E4D3B413F355EFA450621415A643BFF624D3B41F853E3255D062141AC1C5A84304D3B41E5D0229B8106214114AE47E1CE4C3B41D34D6290CB062141C3F5281C8F4C3B413D0AD7E3EB062141BC749338454C3B41B6F3FD54DF062141"
1919,"212","1380510.10889788","0106000020BD0B00000100000001030000000100000040000000D122DB5955663041A01A2F9DE514224104560E4D6C663041F0A7C64BE61422411B2FDD847D663041B81E85EB30152241C520B0727F6630410AD7A3F0BB152241B4C876DE4B6630416DE7FB2961162241A245B6F32C6630417593184410172241FA7E6ADC25663041F0A7C68BAD1722412FDD24E62466304117D9CE372F182241A01A2F9D2C6630419CC420F0CC18224123DBF9FE2B6630415EBA494C20192241F0A7C6EB1C663041190456CE5F192241DF4F8DB718663041068195435B1922411F85EB11EF6530412DB29D6F9A19224154E3A5BBCA653041000000C0021A2241355EBAC9A665304114AE4761361A2241C1CAA1457D65304146B6F3FD631A224108AC1C3A4A65304146B6F3BDA81A22418941606513653041FA7E6A3CF31A224183C0CAE1E96430419A9999D9201B224152B81E65AB6430411283C08A821B2241C1CAA18570643041B29DEFE7F51B224104560E0D416430419CC42030521C2241B4C8767E116430417368912DBA1C2241FCA9F132A963304185EB5178721D22419CC420B0756330415A643B9FF71D22415839B42857633041190456CE591E2241643BDF8F53633041E17A14EE531E22418FC2F5283763304121B072E8E41D2241F6285C0F38633041A8C64BB7261D22411283C02A536330415EBA49CCC01C2241BA490C8253633041DBF97EAA4E1C22416DE7FBE95F6230415C8FC2F54B1A22417B14AEC7416230418195434BBF1922414C3789615B62304117D9CE374119224183C0CA015D623041B81E852BC11822415C8FC2F51E62304146B6F3BDCD1722418716D96E146230414C378981C2162241E7FBA9D18A623041E3A59B84CB142241CFF753831063304154E3A55BA11122417368918DB26330410E2DB21D1E10224152B81E8500643041E17A142E2E0F224160E5D0A2C264304123DBF97E770D22413F355E9A6A6530417D3F351E700C2241000000C071653041D9CEF753700C22413D0AD7037465304179E92631830C22417D3F357E82653041C74B37C9FB0C22416F12834087653041DBF97E6A990D22418D976E727C653041D7A3707D9C0E22418716D92E7865304114AE47614C0F22411F85EBD1706530415C8FC2B50E102241C520B0726D653041E7FBA93146102241333333736F653041333333F3C71022417F6ABCF47C6530417D3F355E78112241B0726831826530416DE7FB29D51122417F6ABCD47A653041B4C8767E97122241F0A7C66B7C653041FCA9F1D2501322413F355E3A7A653041CBA1453679142241A4703DEA7C6530412B8716599E1422419CC42090826530418D976E92C3142241F6285C2F9A653041C74B3789CD1422411B2FDD64E16530410E2DB21DBD142241F6285C8F16663041F4FDD438D1142241250681F539663041CDCCCCCCE4142241D122DB5955663041A01A2F9DE5142241"
1922,"276","942578.617215896","0106000020BD0B00000100000001030000000100000016000000AC1C5A2416123341AAF1D2CD322A21411F85EBF19A11334121B072A8262A21415EBA496C5D113341986E1283F1292141DF4F8D17461133417B14AE477D2821412731080C78113341E17A14AE10262141000000E0F7113341986E128309252141CFF753838D123341D578E9A6AC2421410E2DB25DEA1333417F6ABC74AD242141D7A370BD3F15334104560EEDD524214146B6F3BD161633415839B4481A2521415EBA49ECA0163341FCA9F192DD252141022B87F61D1733418B6CE7BBFD2621412506819576173341022B87D60C28214183C0CA21621733415EBA490CE228214185EB51982C17334179E92671772921411283C04ADC16334137894160D429214196438B8CEC1533414E6210580D2A2141273108ECCC143341A01A2F9DF729214160E5D04277133341D9CEF793DC2921418195438BC21233415EBA498C002A21418D976E72641233412B871659262A2141AC1C5A2416123341AAF1D2CD322A2141"
